TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
1057	Blue Maid	196612	11		5	33	134	96	87	110		66	32	3333	519	543				3000	5500	89	50			235	247	42	800	50	50	50	50	50	50	50	50			2788																			2500																							83	91		1	5	1	3								2	1.600000024		2	1	1	1		1						
1058	Mura Cat	196612	11		5	34	143	106	93	117		71	35	3602	540	566				1600	5100	92	51			251	263	47	190	50	50	50	50	50	50	50	50			2962																			2500																							86	95		1	5	1	3								2	1.600000024		0	1	1	1								
1059	Lote Worker	196612	11		5	34	143	106	93	117		71	35	3602	540	566				1600	5100	92	51			251	263	47	190	50	50	50	50	50	50	50	50			2962																			2500																							86	95		1	5	1	3								2	1.600000024		0	1	1	1								
1060	Ciring Walker	196612	11		5	34	143	106	93	117		71	35	3602	540	566				1600	5100	92	51			251	263	47	190	50	50	50	50	50	50	50	50			2962																			2500																							86	95		1	5	1	3								2	1.600000024		0	1	1	1								
1061	Fountain Bellos	196612	11		5	34	141	107	92	117		71	36	3602	540	566				3000	6000	92	51			248	260	47	800	50	50	50	50	50	50	50	50			2962																			2500																							86	95		1	5	1	3								2	1.600000024		2	1	1	1		1						
1062	Fountain Nothrin	196612	11		5	34	141	107	92	117		71	36	3602	540	566				3000	6000	92	51			248	260	47	800	50	50	50	50	50	50	50	50			2962																			2500																							86	95		1	5	1	3								2	1.600000024		2	1	1	1		1						
1063	Blue Knocker	196612	11		5	34	141	107	92	117		71	36	3602	540	566				3000	6000	92	51			248	260	47	800	50	50	50	50	50	50	50	50			2962																			2500																							86	95		1	5	1	3								2	1.600000024		2	1	1	1		1						
1064	Gallan Manticore	196612	11		5	35	145	110	94	119		72	37	3802	561	590				2640	6000	95	53			254	267	47	470	50	50	50	50	50	50	50	50			3142																			2500																							89	99		1	5	1	3								2	1.600000024		1	1	1	1								
1065	Lukan Manticore	196612	11		5	35	145	110	94	119		72	37	3802	561	590				2640	6000	95	53			254	267	47	470	50	50	50	50	50	50	50	50			3142																			2500																							89	99		1	5	1	3								2	1.600000024		1	1	1	1								
1066	Loga Manticore	196612	11		5	35	145	110	94	119		72	37	3802	561	590				2640	6000	95	53			254	267	47	470	50	50	50	50	50	50	50	50			3142																			2500																							89	99		1	5	1	3								2	1.600000024		1	1	1	1								
1067	Bellos Lady	196612	11		5	35	149	111	97	121		74	37	3802	561	590				3000	6000	95	53			261	274	47	800	50	50	50	50	50	50	50	50			3142																			2500																							89	99		1	5	1	3								2	1.600000024		2	1	1	1		1						
1068	Nothrin Lady	196612	11		5	35	149	111	97	121		74	37	3802	561	590				3000	6000	95	53			261	274	47	800	50	50	50	50	50	50	50	50			3142																			2500																							89	99		1	5	1	3								2	1.600000024		2	1	1	1		1						
1069	Blue Lady	196612	11		5	35	149	111	97	121		74	37	3802	561	590				3000	6000	95	53			261	274	47	800	50	50	50	50	50	50	50	50			3142																			2500																							89	99		1	5	1	3								2	1.600000024		2	1	1	1		1						
1070	Mura Soldier	196612	11		5	36	154	115	101	126		77	38	4009	583	614				1600	5200	97	54			271	284	47	190	50	50	50	50	50	50	50	50			3329																			2500																							93	103		1	5	1	3								2	1.600000024		0	1	1	1								
1071	Lote Soldier	196612	11		5	36	154	115	101	126		77	38	4009	583	614				1600	5200	97	54			271	284	47	190	50	50	50	50	50	50	50	50			3329																			2500																							93	103		1	5	1	3								2	1.600000024		0	1	1	1								
1072	Ciring Winger	196612	11		5	36	154	115	101	126		77	38	4009	583	614				1600	5200	97	54			271	284	47	190	50	50	50	50	50	50	50	50			3329																			2500																							93	103		1	5	1	3								2	1.600000024		0	1	1	1								
1073	Bellos Sorcerer	196612	11		5	36	154	120	101	126		77	40	4009	583	614				3000	6000	97	54			271	284	52	800	50	50	50	50	50	50	50	50			3329																			2500																							93	103		1	5	1	3								2	1.600000024		2	1	1	2		1						
1074	Nothrin Mage	196612	11		5	36	154	120	101	126		77	40	4009	583	614				3000	6000	97	54			271	284	52	800	50	50	50	50	50	50	50	50			3329																			2500																							93	103		1	5	1	3								2	1.600000024		2	1	1	2		1						
1075	Blue Wizard	196612	11		5	36	154	120	101	126		77	40	4009	583	614				3000	6000	97	54			271	284	52	800	50	50	50	50	50	50	50	50			3329																			2500																							93	103		1	5	1	3								2	1.600000024		2	1	1	2		1						
1076	Mura Flying Walker	196612	11		5	37	160	127	110	129		84	84	25337	605	638				1600	6700	100	56			180	189	52	190	50	50	100		50	50	50	50			8457							193	213											2500																							243	268		1	5	1	3						3	FFFF00	3	1.899999976	5	0		1	1								
1077	Lote Commander	196612	11		5	37	160	127	110	129		84	84	25337	605	638				1600	6700	100	56			180	189	52	190	50	50	100		50	50	50	50			8457							193	213											2500																							243	268		1	5	1	3						3	FFFF00	3	1.899999976	5	0		1	1								
1078	Ciring Striker	196612	11		5	37	160	127	110	129		84	84	25337	605	638				1600	6700	100	56			180	189	52	190	50	50	100		50	50	50	50			8457							193	213											2500																							243	268		1	5	1	3						3	FFFF00	3	1.899999976	5	0		1	1								
1079	Bellos Queen	196612	11		5	37	177	125	121	144		92	83	57242	649	688				3000	6500	106	59			565	593	25	800		100	50	50	50	50	50	50			16538			302	334															2500																							388	428		1	5	1	3						2	BDA66B	4	2.099999905	2	2		1	1		1						
1080	Nothrin Queen	196612	11		5	37	177	125	121	144		92	83	57242	649	688				3000	6500	106	59			565	593	25	800		100	50	50	50	50	50	50			16538			302	334															2500																							388	428		1	5	1	3						2	BDA66B	4	2.099999905	2	2		1	1		1						
1081	Blue Queen	196612	11		5	37	177	125	121	144		92	83	57242	649	688				3000	6500	106	59			565	593	25	800		100	50	50	50	50	50	50			16538			302	334															2500																							388	428		1	5	1	3						2	BDA66B	4	2.099999905	2	2		1	1		1						
1082	Rotso Manticore	196612	11		5	38	184	126	125	149		95	84	60140	672	713				2640	6500	109	60			585	614	25	570	30	30	30	30	100	50	50	50			17450									314	347									2500																							404	444		1	5	1	3						5	BDA66B	4	2.099999905	1	1		1	1								
1083	Dalta Manticore	196612	11		5	38	184	126	125	149		95	84	60140	672	713				2640	6500	109	60			585	614	25	570	30	30	30	30	100	50	50	50			17450									314	347									2500																							404	444		1	5	1	3						5	BDA66B	4	2.099999905	1	1		1	1								
1084	Rune Manticore	196612	11		5	38	184	126	125	149		95	84	60140	672	713				2640	6500	109	60			585	614	25	570	30	30	30	30	100	50	50	50			17450									314	347									2500																							404	444		1	5	1	3						5	BDA66B	4	2.099999905	1	1		1	1								
1085	Mura Queen	196612	11		5	38	184	129	125	149		95	86	60140	672	713				1600	7000	109	60			585	614	25	370	50	50	50	50		50	50	100			17450															314	347			2500																							404	444		1	5	1	3						7	BDA66B	4	2.099999905		0		1									
1086	Lote Queen	196612	11		5	38	184	129	125	149		95	86	60140	672	713				1600	7000	109	60			585	614	25	370	50	50	50	50		50	50	100			17450															314	347			2500																							404	444		1	5	1	3						7	BDA66B	4	2.099999905		0		1									
1087	Ciring Queen	196612	11		5	38	184	129	125	149		95	86	60140	672	713				1600	7000	109	60			585	614	25	370	50	50	50	50		50	50	100			17450															314	347			2500																							404	444		1	5	1	3						7	BDA66B	4	2.099999905		0		1									
1088	Elatos Hunter	196612	11		5	37	160	117	105	131		80	39	4223	605	638				1170	6000	100	56			281	295	42	250	50	50	50	50	50	50	50	50			3524																			2500																							97	107		1	5	1	3								2	1.600000024		1	1	1	1								
1089	Lote Hunter	196612	11		5	37	160	117	105	131		80	39	4223	605	638				1170	6000	100	56			281	295	42	250	50	50	50	50	50	50	50	50			3524																			2500																							97	107		1	5	1	3								2	1.600000024		1	1	1	1								
1090	Hairal Hunter	196612	11		5	37	160	117	105	131		80	39	4223	605	638				1170	6000	100	56			281	295	42	250	50	50	50	50	50	50	50	50			3524																			2500																							97	107		1	5	1	3								2	1.600000024		1	1	1	1								
1091	Lizardfolk Warrrior	196612	11		5	37	156	118	104	129		80	39	4223	605	638				1000	5300	100	56			273	287	42	190	50	50	50	50	50	50	50	50			3524																			2500																							97	107		1	5	1	3								2	1.600000024		0	1	1	1								
1092	Reptile Warrior	196612	11		5	37	156	118	104	129		80	39	4223	605	638				1000	5300	100	56			273	287	42	190	50	50	50	50	50	50	50	50			3524																			2500																							97	107		1	5	1	3								2	1.600000024		0	1	1	1								
1093	Creeping Warrior	196612	11		5	37	156	118	104	129		80	39	4223	605	638				1000	5300	100	56			273	287	42	190	50	50	50	50	50	50	50	50			3524																			2500																							97	107		1	5	1	3								2	1.600000024		0	1	1	1								
1094	Marienne Maid	196612	11		5	38	162	120	107	131		81	40	4444	627	663				3000	5500	103	57			283	297	42	800	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		2	1	1	1		1						
1095	Imin Maid	196612	11		5	38	162	120	107	131		81	40	4444	627	663				3000	5500	103	57			283	297	42	800	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		2	1	1	1		1						
1096	Charing Slave	196612	11		5	38	162	120	107	131		81	40	4444	627	663				3000	5500	103	57			283	297	42	800	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		2	1	1	1		1						
1097	Elatos Airborne	196612	11		5	38	166	126	109	136		83	42	4444	627	663				1170	6000	103	57			291	306	47	190	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		1	1	1	1								
1098	Lote Scout	196612	11		5	38	166	126	109	136		83	42	4444	627	663				1170	6000	103	57			291	306	47	190	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		1	1	1	1								
1099	Hairal Scout	196612	11		5	38	166	126	109	136		83	42	4444	627	663				1170	6000	103	57			291	306	47	190	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		1	1	1	1								
1100	Lizardfolk Scout	196612	11		5	38	164	125	109	134		83	42	4444	627	663				1000	5800	103	57			287	301	42	190	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		0	1	1	1								
1101	Reptile Watch	196612	11		5	38	164	125	109	134		83	42	4444	627	663				1000	5800	103	57			287	301	42	190	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		0	1	1	1								
1102	Creeping Scout	196612	11		5	38	164	125	109	134		83	42	4444	627	663				1000	5800	103	57			287	301	42	190	50	50	50	50	50	50	50	50			3728																			2500																							101	111		1	5	1	3								2	1.600000024		0	1	1	1								
1103	Marienne Wizard	196612	11		5	39	170	126	111	138		84	42	4770	649	688				3000	5500	106	59			298	313	47	800	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		2	1	1	1		1						
1104	Imin Mage	196612	11		5	39	170	126	111	138		84	42	4770	649	688				3000	5500	106	59			298	313	47	800	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		2	1	1	1		1						
1105	Charring Witch	196612	11		5	39	170	126	111	138		84	42	4770	649	688				3000	5500	106	59			298	313	47	800	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		2	1	1	1		1						
1106	Lizardfolk Lover	196612	11		5	39	170	133	113	138		86	44	4770	649	688				1000	5800	106	59			297	312	47	190	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		0	1	1	1								
1107	Reptile Thief	196612	11		5	39	170	133	113	138		86	44	4770	649	688				1000	5800	106	59			297	312	47	190	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		0	1	1	1								
1108	Creeping Assassin	196612	11		5	39	170	133	113	138		86	44	4770	649	688				1000	5800	106	59			297	312	47	190	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		0	1	1	1								
1109	Marienne Sailor	196612	11		5	39	172	131	113	141		86	44	4770	649	688				3000	6000	106	59			302	317	47	800	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		2	1	1	1		1						
1110	Imin Doctor	196612	11		5	39	172	131	113	141		86	44	4770	649	688				3000	6000	106	59			302	317	47	800	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		2	1	1	1		1						
1111	Charring Doctor	196612	11		5	39	172	131	113	141		86	44	4770	649	688				3000	6000	106	59			302	317	47	800	50	50	50	50	50	50	50	50			3938																			2500																							105	116		1	5	1	3								2	1.600000024		2	1	1	1		1						
1112	Lizardfolk Babarian	196612	11		5	40	176	143	117	143		89	48	5012	672	713				1000	5800	109	60			307	323	52	190	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		2	1	1	1								
1113	Reptile Mercenary	196612	11		5	40	176	143	117	143		89	48	5012	672	713				1000	5800	109	60			307	323	52	190	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		2	1	1	1								
1114	Creeping Guard	196612	11		5	40	176	143	117	143		89	48	5012	672	713				1000	5800	109	60			307	323	52	190	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		2	1	1	1								
1115	Marienne Head Maid	196612	11		5	40	181	139	119	146		89	46	5012	672	713				3000	6000	109	60			316	332	52	800	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		2	1	1	2		1						
1116	Imin Head Maid	196612	11		5	40	181	139	119	146		89	46	5012	672	713				3000	6000	109	60			316	332	52	800	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		2	1	1	2		1						
1117	Charring Slave Leader	196612	11		5	40	181	139	119	146		89	46	5012	672	713				3000	6000	109	60			316	332	52	800	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		2	1	1	2		1						
1118	Elatos Archer	196612	11		5	40	178	136	117	146		89	45	5012	672	713				1170	6000	109	60			312	328	47	800	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		1	1	1	1		1						
1119	Lote Archer	196612	11		5	40	178	136	117	146		89	45	5012	672	713				1170	6000	109	60			312	328	47	800	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		1	1	1	1		1						
1120	Hairal Archer	196612	11		5	40	178	136	117	146		89	45	5012	672	713				1170	6000	109	60			312	328	47	800	50	50	50	50	50	50	50	50			4155																			2500																							108	120		1	5	1	3								2	1.600000024		1	1	1	1		1						
1121	Lord Utherus	196612	11		5	41	203	143	139	165		106	95	70352	742	791				1000	6500	118	65			646	678	25	270	30	30	30	30	100	50	50	50			20714									346	382									2500																							448	496		1	5	1	3						5	BDA66B	4	2.099999905	1	0		1	1								
1122	Lord Pisar	196612	11		5	41	203	143	139	165		106	95	70352	742	791				1000	6500	118	65			646	678	25	270	30	30	30	30	100	50	50	50			20714									346	382									2500																							448	496		1	5	1	3						5	BDA66B	4	2.099999905	1	0		1	1								
1123	Lord Creeping	196612	11		5	41	203	143	139	165		106	95	70352	742	791				1000	6500	118	65			646	678	25	270	30	30	30	30	100	50	50	50			20714									346	382									2500																							448	496		1	5	1	3						5	BDA66B	4	2.099999905	1	0		1	1								
1124	Princess Marienne	196612	11		5	41	203	143	139	165		106	95	70352	742	791				3000	6500	118	65			646	678	25	800		100	50	50	50	50	50	50			20714			346	382															2500																							448	496		1	5	1	3						2	BDA66B	4	2.099999905	2	2		1	1		1						
1125	Princess Imin	196612	11		5	41	203	143	139	165		106	95	70352	742	791				3000	6500	118	65			646	678	25	800		100	50	50	50	50	50	50			20714			346	382															2500																							448	496		1	5	1	3						2	BDA66B	4	2.099999905	2	2		1	1		1						
1126	Princess Charring	196612	11		5	41	203	143	139	165		106	95	70352	742	791				3000	6500	118	65			646	678	25	800		100	50	50	50	50	50	50			20714			346	382															2500																							448	496		1	5	1	3						2	BDA66B	4	2.099999905	2	2		1	1		1						
1127	Captain Ellius	196612	11		5	41	203	141	139	165		106	94	70352	742	791				1170	7000	118	65			646	678	25	470	50	50	100		50	50	50	50			20714							346	382											2500																							448	496		1	5	1	3						3	BDA66B	4	2.099999905	5	1		1	1								
